name,status
Wisecam,closed
Backyard,closed
Lux Biosciences,closed
Play It Interactive,closed
LeanPort Software Pvt Ltd,closed
Red Crow,closed
ABSMaterials,operating
Shareholder InSite,operating
Milo Biotechnology,operating
7Park Data,closed
PinkUP,operating
Greenbox Technologies,closed
Hook & Ladder,operating
Mobile Digital Media,operating
Glow,operating
Novint,closed
Locally,closed
Ocean Aero,closed
SMART,operating
VoiceGenie Technologies,operating
InTown,closed
Fridge,closed
Avalara,closed
Skeleton Technologies,operating
Secure Element,operating
VenuCare Medical,operating
Holganix,operating
Intelligent Health,closed
Gameology,operating
Mesolight,closed
Souqalmal.com,closed
Eagle Auto Sales,closed
Enobia Pharma,operating
AutomateIt,operating
Neozone,operating
Prixing,closed
Yola,closed
Tophat,closed
Sira Group,closed
"Moonshadow Mobile, Inc.",operating
Snapback,operating
Bus Radio,closed
The New Music Movement,operating
Greenlight Biosciences,closed
Ambature,closed
HomeStars Inc.,closed
Big Bears Recycling,closed
Clontech Laboratories Inc,closed
Shenick Network Systems,operating
eSee/Rescue Corporation,operating
Hippocrates Gate,closed
CadenceMD,closed
DxNA,closed
Datadog,closed
Oscar,operating
Hotelbar,operating
10seconds Software,operating
FaceOn Mobile,operating
Fermentas International,closed
Delta Systems Engineering,closed
Nuage Telecom,operating
Cenoplex,operating
Wear Inns,closed
I-Logix,operating
Crypteia Networks,closed
NetSecure Innovations Inc,operating
Bilişim İnovasyon A.Ş.,closed
CUPS,closed
Vezma,operating
Trinity Mobile Networks,closed
Zingle,operating
NextVR,closed
Primocare,closed
Solum,operating
i.am PULS,operating
Skimbl,operating
JoyTunes,operating
Centerpoint Broadband Technologies,operating
Preno,closed
QuantaLife,closed
Positron Dynamics,operating
Lintes Technologies,operating
Tappy PTE. LTD.,closed
Reoverse Telecom,closed
Penrose Senior Care Auditors,closed
OrthoGrid Systems,closed
Hello Products,operating
FlexScore,operating
Helidyne,closed
maniaTV,operating
Arroyo Optics,operating
dotSyntax,closed
Go Capital,operating
Goodlord,closed
ZanAqua,operating
Sochat,operating
Bettymovil,operating
KDS,closed
Profit Software,operating
Tã Em Bé,operating
Aperto Networks,operating
YuuZoo Corporation,closed
Bauxy,closed
Content.Care,closed
ConnectYourCare,closed
New Avenue Inc.,operating
Fiberstar,operating
toucanBox,closed
Cephea Valve Technologies,operating
Communicado,closed
Prosbee Inc.,closed
Ongage,operating
Electronic Cigarettes International Group,operating
Tembo Studio,closed
SpeedDate,closed
Silent Power,operating
Zadara Storage,closed
DxContinuum,operating
Galileo Genomics,closed
Negorama,operating
Channel Mentor IT,operating
Similar Pages,operating
LoHaria,closed
Media360,operating
Ordoro,operating
SpinSnap,closed
Rapt Media,closed
Prolong Pharmaceuticals,closed
Troc.com,operating
Carrot.mx,operating
Givit,closed
AnyLeaf,closed
FotoSwipe,operating
Retale,operating
Parastructure,closed
Cruise Compare,closed
FlightOffice,operating
The Detection Group,operating
Gamar,operating
Breezie,operating
Intermap Technologies,closed
Ubideo,operating
Harbin Pharmaceutical,operating
NextHealth Technologies,operating
Laureate Pharma,closed
Lipperhey,closed
SPARK Finance,closed
Mobile Tracing Services,closed
Ness Computing,operating
Carhoots.com,operating
XINTEC,closed
Resistentia Pharmaceuticals,operating
NowledgeData,operating
Innogiv,closed
AudioPixels,operating
Nomad Games,operating
Bragi,closed
Ascend Consumer Finance,operating
Apera,closed
We Cluster,operating
GEV Global,operating
OpenDrive,operating
Caspida,closed
Sphere Medical Holding,operating
Olifun,operating
Dorado Systems,operating
Money360,closed
Access Network,closed
Enodo Software,closed
Keppek,operating
Taqua,closed
Trumaker,closed
Domino,operating
Miflora,closed
MagicEvent,closed
Fivetran Inc,closed
Search Initiatives,operating
PointBurst,operating
bttn,operating
Lumara Health,operating
Royal Palm Foods,closed
Poliana,operating
GameGenetics,operating
CleverPet,operating
Mondo,operating
Saplo,closed
Agios Pharmaceuticals,closed
New Planet Technologies,operating
PlanGrade,closed
MedNews,closed
BasharSoft,operating
SmartMove,closed
Jaman,operating
Openbuilds,operating
BG Medicine,operating
Techtran Group,operating
VQiao,operating
Webridge,closed
OnTrack Imaging,closed
Agile Systems,closed
Cequence Energy,operating
Naehas,closed
VC VISION,closed
IGI LABORATORIES,closed
LotusFlare,operating
Filtrbox,operating
FEM Inc.,operating
Platinum Food Service,closed
Andre Phillipe,closed
Verse,closed
Lemur IMS,closed
Purple Deck Media,closed
PayLease,operating
Innogenetics,operating
Flythegap,closed
PromoteU,closed
Inogen,closed
EBS Technologies,operating
Logos Energy,closed
T3Media,closed
Rise Medical Staffing,closed
Fingertouch,closed
Sonos,operating
JTOWER Inc.,operating
Relevvant,operating
AltoWeb,operating
Ensemble Discovery,operating
avolution,operating
Magictab,closed
Classroom IQ,operating
iTB Holdings,operating
Yakarouler,operating
Lets Corp,closed
Instagarage,operating
DealTaker,closed
Change.org,closed
Liquid Computing,closed
Photographic Museum of Humanity,operating
ONtheAIR,operating
PhotoBox,operating
Alaris Royalty,operating
Blackaeon International,operating
Banyan,closed
Brickflow,operating
AFCV Holdings,closed
nonda (No NDA inc),closed
MediaShare,closed
tagUin,operating
Encorp,closed
Medivie Therapeutics,closed
Endeavor Energy,operating
Aureliant,operating
hurleypalmerflatt,closed
Copiun,operating
Karmanos Cancer Institute,closed
Jack's Family Restaurants,operating
Stayhound,operating
ClevrU Corporation,operating
Renowala,operating
Foodini,closed
Zen Planner,operating
Xipin,closed
"Ether Optronics (Suzhou) Co., Ltd.",closed
Graymatics,operating
Gigbeats,operating
Allclasses,operating
GetOne Rewards,closed
IroFit,operating
Monolith,operating
White Label Marketing,operating
authorGEN,closed
UPE Places,operating
POWr,operating
Pzoom,closed
Bay Pac Beverages,closed
Marketwired,closed
Environmental Operations,closed
LogFuze,closed
Funded City,operating
Flywheel Sports,closed
TheShoppingPro,operating
Penn Medicine,closed
LIKECHARITY,closed
Gaia Technologies Sdn Bhd,closed
WeWaant.com,operating
RunRev,closed
SproutBox,operating
Gulfstream Technologies,operating
ShoutWire,operating
SiGe Semiconductor,closed
DiabetOmics,closed
Tervela,closed
Kamera Photography,closed
Lango,operating
Orions Systems,closed
Community Infopoint,closed
KS12,operating
Qubecell,closed
KeVita,operating
AvaLAN Wireless Systems,closed
Peerless Network,closed
TransMed Systems,closed
Entrada,closed
Sally,operating
Glassful,operating
OneRoof,closed
SabrTech,operating
SavorSearch,operating
Mesh Korea,operating
intelworld,operating
Viron Therapeutics,closed
Centec Networks,closed
3D Biomatrix,closed
CenterPoint - Connective Software Engineering,operating
DevonWay,closed
Glean.in,closed
frents,closed
OpenSilo,closed
Twist,closed
MemberPlanet,closed
Mixgar,closed
CDP,operating
NextLane,operating
eXelate,operating
Teliportme,closed
Light Sciences Oncology,closed
Tapestry,operating
Publons,closed
Enlight Research,operating
Blackstar Amplification,operating
Tiamet Technologies,operating
Viewpoint Digital,closed
Cohere Technologies,closed
GoSquared,closed
"Collaborent Group, Ltd.",closed
BioSeek,closed
Weddingful,closed
Propable,operating
eSolutions,operating
Down the Road Brewery,operating
Chess Vision,closed
SoftBank Robotics Holdings,operating
Rubybox,closed
Platform Learning,operating
Jellyvision,operating
New WORC (III) Development & Management,closed
ROBLOX,closed
Smart Holograms,operating
Microlanguage,operating
Planbus,operating
Blue Origin,operating
Twin Star ECS,operating
FABtotum,closed
Accent Media Limited,operating
KISI,operating
Captive Media Limited,closed
RemoteReps,operating
Applied Life,operating
Ripple Commerce,closed
Doctor Evidence,operating
Romio,closed
FreedomPop,operating
Phasor Solutions,operating
Milk and Honey Shoes,operating
NewRiver,operating
NewDog Technologies,closed
IfOnly,operating
Recitate,operating
SPD,operating
Memkite,closed
WeSwap.com,closed
Ohfram,operating
Boomerang Commerce,operating
JobHero,operating
Rishi Mining Resources,closed
Edgemont Pharmaceuticals,closed
Providajob,closed
Press-sense,closed
Everfest.com,operating
MySQUAR,operating
Obviousidea,operating
Orbital Outfitters,operating
Performance Horizon,operating
Boston Micromachines,closed
Global Bay Mobile,operating
Pimmr,closed
Millao Inc.,closed
Usersnap,operating
Yorn,closed
Blyncsy,operating
Dandong Xintai Electrics,closed
NetDialog,operating
University of Nebraska Medical Center,operating
Teqcycle,operating
Nembol,closed
Cubeit.fm,operating
DeliveryCheetah,closed
eHealth Technologies™,operating
Tommy John,closed
Taoshijie,operating
CampaignAbility,operating
HydroBuilder.com,closed
Collectabillia.com,operating
SLI Systems,closed
Fetchnotes,closed
Zoologic,closed
Proberry,closed
Clic and Walk,closed
Clarive Software,closed
Zeepay,operating
RingU,operating
Mr. Youth,closed
BookBub,closed
Hexago,closed
SocialRep,closed
Alcresta,operating
Blipify,closed
Secpanel,closed
Hollar,operating
EpicForce,operating
Diagnostic Ultrasound,closed
Asantae,operating
Realm,operating
Numira Biosciences,operating
"Brand Value Accelerator, LLC",closed
Liquefied Natural Gas,closed
JackPot Rewards,operating
Eye-Fi,closed
Twigly,operating
Cloud Floor,closed
Autotiming,closed
Thomas Capital Corporation,operating
iSTAR,operating
InfoLogix,closed
Hactus,closed
Arzoon,operating
Rady School of Management,closed
HITbills,closed
BelieversFund,closed
Trans Tasman Resources,closed
"Intelligent Wireless Networks, Inc.",closed
Accuri Cytometers,operating
MixRank,operating
OneOme,closed
Ascentis,closed
Aspective,operating
PressBaby,closed
Dapu.com,operating
AdTapsy,closed
Car Throttle,closed
Fruitday,closed
DQ Entertainment,closed
Plobot,operating
CaratLane,closed
Sentiance,closed
Tooteko,operating
Bitstamp,operating
HectoPlant,operating
STRIKE,operating
CorasWorks,operating
Ecosorb,closed
Basys,closed
OmPrompt,operating
Ottemo,operating
Shopzilla,closed
Medivantix Technologies,closed
Saguaro,operating
C3 Jian,closed
iQuest Analytics,operating
Zify - Instant Carpooling App,operating
Race Cloud,closed
RPost,closed
AGM Automotive,closed
Momentum Bioscience,closed
Penemarie K Murphy,closed
Property Moose,closed
LemonQuest,operating
SenGenix,operating
HuJe labs,operating
Queryday,operating
"Lanyon Solutions, Inc",closed
Polantis,operating
Open Publishing,operating
Tie Society,operating
Hybrigenics,operating
Spotcap,operating
Rong360,closed
Intervolve,operating
Videodeclasse.com,closed
HapYak Interactive Video,operating
LeafLink,operating
iGlue,closed
HealthSource,operating
Snatch that Jerky,operating
Network,closed
WhiteHat Security,operating
9Lenses,operating
PoachIt,closed
Lookwider,closed
HighPoint Solutions,operating
PicnicHealth,operating
kinkon,operating
BeatTheBushes,closed
TrademarkFly,closed
Locafox,closed
RooT,operating
Canvas,closed
Irrigation Water Techologies America,operating
Publimind,operating
iMedicare,closed
Quantine,operating
Stefan's Head,closed
Cerecor,operating
REGEN Energy,closed
Novare Surgical,closed
Broadswords,operating
Intellihot Green Technologies,closed
Blu Homes,operating
Audio Shack,operating
Flourish Prenatal,operating
SRE Alabama - 2,operating
Lapel,operating
AdXpose,operating
Blue Gold Foods,closed
Compact Imaging,closed
OwlTing 奧丁丁,operating
PrivateGriffe,closed
Internet Mall,closed
ACE Portal,closed
Bloompop,operating
PURSUANT HEALTH,operating
Cunesoft GmbH,operating
Exigen Group,closed
Consumr,operating
GoNabit,operating
GuzzMobile,operating
Ocean's Edge,closed
enModus,operating
Ojoo,operating
CallAround,operating
Satmetrix,closed
SRL Global,operating
iKnowl,operating
Eyetronics,operating
Glu Mobile,operating
Xunlei,operating
Uguru.me,operating
HealthAxis.com,closed
SocialTagg,closed
Airbiquity,operating
Tagent,operating
SetMedia,closed
Materialise,operating
RayGo,operating
Metao.com,operating
SMIC,closed
Parafuzo.com,operating
Oncology Services International,closed
Vaybee,operating
Aito Technologies,closed
ScentAir,operating
MEDOVENT,operating
Peer5,operating
Global Outlook,operating
Scorechain,closed
Orion medical,operating
Watcher Enterprises,operating
Dynamix.tv,operating
Delivery Agent,operating
Rockview Rehabiliation,closed
Pocket Tales,closed
Responde Ai,operating
SPOKE,operating
TickX,closed
ArcherVision Media Group,closed
Boxed,closed
Leap Medical,operating
e-SENS,operating
16 Mile Solutions,closed
Crowdmix,closed
Smarttaxi,closed
FlexMinder,closed
Snaptee,closed
Mobile Captain,closed
gBox,closed
Xenapto,closed
#waywire,operating
Park Energy Services,closed
Bounce Imaging,closed
Virage Logic Corporation,closed
CayMay Education,closed
Cerebrotech Medical Systems,closed
Digital Vision Multimedia Group,closed
Kadriana,operating
"eALITY, Inc.",operating
Krystallize Technologies,closed
PinBridge,operating
Adwanted,closed
Eyewiz,closed
Verinvest Corporation,closed
Avant Healthcare Professionals,operating
Teleus,closed
JOOR,operating
Perfect World,closed
Spectrum Networks,operating
DEQ,closed
Radial Network,closed
PAK,closed
Sapias,operating
Sitrion,closed
Ingenico,operating
imageloop,closed
Infernum Productions AG,closed
Fig,operating
RB-Doors,closed
Chanticleer Holdings,closed
iCrumz,operating
StartSomeGood.com,closed
Ubi Interactive,operating
Comnovo GmbH,closed
Good4U,closed
Campus Diaries,operating
Caribu,closed
Nanoledge,closed
TriActive,closed
Southern Sports Leagues,closed
SolAeroMed,closed
Gamma 2 Robotics,closed
Nimble Wireless,operating
Green Phosphor,operating
AskYou,operating
Brookstone,operating
Eland,operating
ClearMomentum,closed
Rep,operating
BoardProspects,closed
Vapore,closed
weeSPIN,closed
Cityflo,closed
vSocial,operating
Ocuspecto,closed
InList,closed
Backspaces,operating
Monitor110,closed
Enval Limited,operating
ExactFlat,operating
Chroma Energy,closed
CloudCoreo,closed
Voxy,closed
Notify Technology,operating
Peep Mobile Digital,operating
LNL Technologies,operating
Quri,closed
Gopackup,operating
Ultimecom,closed
ECS Tuning,operating
37mhealth,closed
NuPad,operating
STEMpowerkids,operating
Infinity Wireless Ltd,closed
Cell>Point,closed
PlayerLync,operating
LOCK8,closed
Information Assurance,closed
GumGum,closed
ABK Biomedical,operating
gamigo,operating
CS-Keys,closed
tastytrade,operating
Only Natural Pet Store,operating
RoyalDesign,closed
MessageUs,operating
Santaris Pharma,closed
Progressive Book Club,closed
Buzz Lanes,closed
Asempra Technologies,operating
Yello Mobile,closed
Wacai,operating
nScaled,closed
Permissionmachine,closed
Thermogenics,closed
Synarc,operating
Dealerdirect,closed
Celery,closed
fastabook.com,operating
Nimble,operating
SnapSuits,operating
Urgent Group,closed
BLITAB Technology,operating
Last Second Tickets,closed
Ozmota,operating
Spiderbook,closed
Exelis,operating
Juniper Medical,operating
GrowOp Technology,closed
Xplornet Communications,closed
Training Amigo,closed
Daegis,closed
Meet Boutique,closed
Agility Design Solutions,operating
Kids Academy Company,operating
RedPath Integrated Pathology,closed
Mobee Communications Ltd,closed
Phylos Bioscience,closed
OrderMyGear,operating
Domain Invest,closed
Moser Baer Solar,operating
YADOX,closed
Parrable,closed
Echolocation,closed
Carsome,closed
Docplexus,closed
Tappx,operating
Chronix Biomedical,closed
IMRSV,operating
Taumatropo Animation,closed
ShipBob,closed
1000Lookz,closed
Midfin Systems,operating
Rosa Labs,operating
Coursebase,closed
Tamr,closed
TerraWi,operating
RuckPack,closed
VAPI,closed
Offline Media,operating
Resolute Solutions Corporation,operating
QiuQiu (豆浆油条),closed
DataSphere,closed
Thomson,operating
YepLike!,operating
Kojami,operating
Cosmederm Bioscience,closed
Biogen Gwyriad,operating
SoundBite Communications,closed
FeedMob,closed
Oregon Pacific & Eastern,closed
SunwizTech India,closed
Daleen Holdings,closed
BitCalm,operating
4Less,closed
Zaption,closed
Hashbang Games,closed
Vacation Your Way,closed
Falkon,operating
Skoovy,operating
Argil Data Corp,operating
RateGain,operating
Opara,operating
GoldenSUN,operating
Frank & Oak,closed
Latimer Education,closed
Vivorte,operating
The Sports Skinny,closed
WeComics,closed
Ampla Pharmaceuticals,closed
SELECT,closed
Amplidata,operating
RiDE Group,operating
Swype,closed
Sportilia,operating
Galxyz,operating
Spot On Sciences,operating
Citrus TV,closed
cloudcade,closed
Silversky,closed
FitWell,operating
Take me Home,closed
GameIQ,operating
Medifacts International,operating
Paigee Draw,closed
logtrust,operating
Blink Booking,operating
iSkoot,operating
TruSTAR Technology,operating
Inform Genomics,operating
i-drive,operating
Savage Beast Technologies,closed
Karuna Pharmaceuticals,operating
Social Trademarks,operating
Brazil Plus,operating
Instaclustr,operating
DartPoints,closed
Talloo,operating
SmartFleet,closed
Grain Management,closed
Bluesocket,closed
GT Advanced Technologies,operating
Accu-Break Pharmaceuticals,operating
D'Shane Services,operating
ADVANCED CREDIT TECHNOLOGIES,closed
Spotcast Inc.,operating
Amistad Energy Partners,operating
A&H Software House,operating
Etix,closed
Alverix,operating
CIHI,operating
Socialspiel,closed
Premium Advert Solutions,closed
Tempered Networks,operating
Whim,closed
Officevibe,operating
SimpleSaveRx,closed
Econodata,closed
Soft Tissue Regeneration,closed
Seamless Toy Company,operating
Vertigo,operating
Neuron Systems,operating
Equallogic,operating
RawFlow,operating
NowFloats,operating
DeskMetrics,closed
CrazyLister,closed
DataStreamX,closed
EthicalBox,closed
Aspen Aerogels,closed
CropMetrics,closed
HappyCar,closed
PanamNav,closed
VRAPIT,closed
Southtree,closed
Jivr Bike,operating
Skupit.com,operating
U*tique,operating
ROVOP,closed
Huddlebuy,closed
DefenSoft,closed
mywaves,operating
Rewardpod,operating
Anaphore,closed
Seven Generations Energy,closed
Graveyard Pizza,closed
Swish,closed
Biostorage Technologies,closed
The Buying Networks,operating
Presentigo,operating
Levyx,closed
Expertcity,operating
Surveypal,closed
FareWell,operating
The 3Doodler,operating
OptoForce,closed
HelloFresh,operating
Euclid Systems,operating
Progress Financial Corporation,operating
Tronic.fm,operating
Super League,operating
Seemage,operating
Tutto,closed
Babington Group,operating
LifeStorage,operating
MyCaliforniaCabs.com,closed
Railsware,closed
Curve,operating
Smackages,closed
TransBiodiesel,closed
Polychromix,closed
Prime Advantage,operating
PerioSeal,closed
Zoom Media & Marketing - United States,closed
ITDatabase,operating
AppThis,closed
Figure 8 Surgical,operating
Whitewood Tax Solutions,closed
Virtually Free,operating
Kae Capital,operating
Legacy Consulting and Development,closed
KPI Therapeutics,operating
Regional Event Marketing Partnership,closed
Sun City Group,operating
Eximia,closed
GitCafe,operating
JinkoSolar Holding,closed
Pathogenetix,closed
Windgap Medical,closed
SoftwareONE,closed
Five Apes,operating
Anta Systems,operating
ScheduleSoft,operating
Anpath Group,operating
VirtualU,operating
Harper-Swakum Corporation,closed
Register.com,closed
PageCloud,closed
WeWantToKnow,operating
AFB,operating
Grey Island Energy,closed
PicoSpray,operating
FIVE Inc.,operating
Channel Pilot Solutions,closed
Resilience,operating
tipple.me,operating
Bridesandlovers.com,operating
Be Heard LLC,operating
PriceShoppers.com,closed
Setanta,closed
Mixpanel,closed
Balaya,closed
Optima Diagnostics,closed
Zvents,closed
Social Change Rewards,operating
Three Day Rule,closed
Napatech,closed
Breezy,closed
Prodagio Software,operating
FanFound,operating
Kwelia,closed
Receiptful,closed
Cover5,operating
Dolly,closed
Priceline Driving School,operating
Asl Analytical,closed
Catamaran,operating
Bunny Inc.,closed
Omega Grid Development,operating
Ideal Candidate,closed
La Musiquita,closed
LaSpell,operating
Expensas Online,closed
AJAX Street,operating
Pandabus,closed
mymission2,closed
MtoV,operating
Crayon,closed
Littlecast,closed
"Hey, Neighbor!",closed
Comunitae,operating
KÖÖK,closed
Freta.lá,operating
Bleu comme Gris,operating
RedBrick Health,operating
Bioincept,closed
Wear My Tags,closed
Flatbook Corp.,operating
Health 123,operating
Gangpiaoquan Cultural Communication,operating
Partly,operating
Windsor Group,operating
Paperfold,operating
Administrate,operating
BLM Acquisition Corp,closed
Chromasun,closed
Zairmail,closed
Bella Pictures,closed
Cloudtop,operating
TransGenRx,operating
Dealentra,operating
Sape,operating
eBusinessCards.com,operating
Hopper Dynamics,closed
QMCODES,operating
Daniel Vosovic LLC,closed
Mandelbrot Project,closed
CollegeSolved,operating
Tixers,closed
Reformation,operating
Ciris Energy,operating
Chukong Technologies,operating
Klear Kapture,operating
Podclass,operating
gamba! inc.,operating
Pluromed,operating
Laimoon.com,closed
Network for Good,operating
Brabeion Software,closed
Snowleader,operating
Hunt Country Hops,operating
i-Scientifica,operating
TrackaPhone,closed
Acturis,closed
OneSpot,closed
GigSky,operating
avocarrot,operating
BringShare,closed
Lightwave Power,closed
DisplayNote Technologies,operating
Dotour.com,closed
efileCabinet,operating
Social Median,operating
APIMATIC,operating
Gourmant,closed
gIcare Pharma,operating
backstitch,closed
i.Predictus,operating
Sugar Publishing,closed
Vello Systems,closed
The Grounds Keeper,operating
Embrace Pet Insurance,closed
A-Power Energy Generation Systems,closed
WebEx Communications,operating
HiperScan,operating
ENT Surgical,operating
Buoyant,operating
MogiMe,closed
Wall Street Horizon,closed
Wander (f. YongoPal),closed
Future Fleet,operating
Nav,closed
SalvageSale,operating
Moonshoot,closed
LiveGO,closed
Bastille,operating
Supermercato24,closed
NONO,operating
Aionex,closed
Microvisk Technologies,operating
Shiny Ads,closed
Behalf,operating
LinkStorm,operating
Dress Code,operating
vcopious Software,operating
Navini Networks,operating
Related Noise Inc.,closed
BeBop Sensors,closed
Qihoo 360 Technology,operating
Weaver Labs,operating
Zmqnw.com.cn,operating
InstallFree,closed
InsightRX,operating
One Beauty Stop,closed
AMAX Global Services,closed
OptioPay,operating
Kaixindai,operating
ReadyForZero,operating
Agiliance,closed
Beacon,closed
Value This Now,closed
Gild,closed
Remote,closed
LocPlanet,operating
ConjuGon,closed
Cloudfinder,closed
Eagle Eye Networks,operating
Radionomy,closed
Volley,operating
Qualifacts Systems,closed
ESILLAGE,closed
ComplyGlobal,operating
Gem,operating
Global Transaction Services Group,closed
Tealium,operating
Raven Biotechnologies,operating
Cequel Data,operating
Blue Bridge Technologies,operating
Iroko Pharmaceuticals,operating
Code Blue,operating
Agronomic Technology Corp,closed
SocialCrunch,operating
"YY, Inc.",closed
Theorem,closed
HealthUnlocked,operating
idealista.com,operating
Darktrace,closed
Smailex,operating
Marina Limousine,operating
HiWay Muzik Productions,closed
Putney,closed
ORIGOLO.COM,closed
Aviga Systems,closed
Powerit Solutions,operating
HabitRPG,operating
Occasion,operating
BodyBoss,closed
Envelop,closed
IQ Friends,closed
Pressy,closed
H2Sonics,operating
Xceligent,operating
MAX4G,closed
Culinary Agents,operating
Ecowizz,closed
Bella Professional Services,operating
Vator,closed
PocketList,closed
Evergreen Enterprises,operating
8villages,operating
Twijector,closed
Beem,closed
EMcube,operating
LendPro,closed
Point Blank Range,closed
Euroling,operating
Virtual Psychology Systems,closed
Fourier Electric,operating
iFrat Wars,closed
Sliide,closed
Catmoji,closed
Ostara Nutrient Recovery Technologies,operating
Granite Properties,closed
BevBucks,closed
VitaPortal,operating
Certeon,operating
Grant Dental Technology Corporation,operating
Bootup Labs,operating
Ebook Glue,operating
Bigfoot Networks,operating
GüvenRehberi,operating
MyQuoteApp,closed
Dajie,closed
A & D Propane,operating
Global One Financial,closed
Chevin,operating
Octorate,operating
AMERICAN PET RESORT,closed
4th aspect,operating
MoneyMenttor,closed
Biome,closed
Ception Therapeutics,operating
Qwell Pharmaceuticals,operating
Forcare,closed
Rainbow,closed
onefinestay,closed
Recargo,closed
ContactUs.com,operating
Serious Energy,operating
CBCA,closed
D-ÉG Thermoset,operating
Cennox,closed
Pulmatrix,operating
Youyiche Holdings,operating
PawnUp.com,operating
HμREL,closed
Fiber By-Products,operating
Retrieve Technologies,operating
Capture.it Tech Limited,operating
RateSetter,closed
Great Lakes NeuroTechnologies,operating
InsiteVR,closed
c4cast.com,closed
TomboyX,closed
Didasco,operating
"OIKOS Software, Inc.",operating
seniorshelf.com,closed
OnTopx,operating
Cogito Corporation,closed
EndoVantage,closed
Kozio,closed
NetDragon Websoft,closed
Beyond Gaming,closed
Basement Ventures,operating
RiffRaff,closed
AFFiRiS,operating
Vista Therapeutics,operating
Oxley's Extra,closed
Federated Media Publishing,closed
Oversi,operating
TopDeejays,operating
talech,operating
AmVac,operating
Virsec Systems,operating
Carbolytic Materials,closed
Hydro Alternative Energy,operating
SnackFever,closed
Stitcher,closed
Dun & Bradstreet Credibility Corporation,closed
Cloud.com,operating
Needish,operating
ContentForest,closed
Atrenta,operating
Katalyst Surgical,operating
Capptú,operating
TrafficGem Corp.,closed
HomeRun,operating
BioMotiv,closed
BabyGlowz,closed
Praice,operating
mAPPn,operating
ICEdot,closed
The New Daily,closed
Pluriomics,operating
Ganymede Ltd.,operating
Kerlink,operating
Bezalel Inc.,operating
Shodogg,closed
Classics&Exotics,operating
M2 Connections,closed
WiActs,operating
Fultec Semiconductor,operating
cooala - your brands,closed
Tandem Labs,operating
Nextlanding,operating
Wellflix,operating
Gigwalk,operating
Fairphone,operating
PVP Live,closed
Striva Corporation,closed
Pluss App,closed
iCardiac Technologies,closed
1st Choice Lawn Care,closed
Procuri,closed
Jaypore,operating
Storitz,closed
Run An Empire,operating
Somnus Therapeutics,closed
Goko,operating
Seamless Technologies,operating
Opertech Bio Inc.,closed
IMT (Innovative Micro Technology),closed
Global Axcess,closed
Virtual Command,closed
Sliced Apples,operating
QuanDx,closed
First Hop,closed
Deskwolf,operating
Smartkarma,operating
Newsblur,operating
Emotive Communications,closed
FaceAlerta,operating
Plasmonix,operating
Geothermal International,operating
Fyoosion LLC,operating
99Gamers,operating
HireHive,operating
EnLink Geoenergy Services,closed
Lion Street,operating
inRentive,operating
Vogo Sport,closed
Nexx Studio,closed
Fountain,operating
Juabar Design,operating
Kickoff,closed
Sweet Note Bakery,operating
Quickize,operating
Surgery Center of Beaufort,operating
Xamarin,operating
Chilicon Power,operating
Direct Media Technologies,operating
SinglePipe Communications,operating
Arete Therapeutics,closed
Massachusetts Life Sciences Center,closed
Manthan Software Services,closed
Qool Therapeutics,closed
Main Pulze,operating
SolArc,operating
WorldWide Biggies,operating
Matter and Form,operating
TrackDuck,closed
ip.access,closed
Emporis,closed
Atlantic Motor Labs,closed
Jott Messenger,closed
Prematics,closed
Misoca,operating
Executive Employers,operating
BorrowMyDoggy,operating
CheckIt,closed
DwellGreen,closed
Shutter Guardian,closed
Zillow,operating
5ensesinfood,closed
CarZumer,operating
16Lab Inc.,closed
Row Sham Bow,operating
GainBit,operating
Grocery Butler,closed
Express Mobile Plus,operating
Christtube LLC,closed
IntellectSpace,operating
Rapid Pathogen Screening,closed
Interview,closed
AppLabs,closed
KalVista Pharmaceuticals,closed
"CosmoCom, Inc.",closed
Cost Effective Data,closed
DeltaX,closed
Iqua,operating
ShanghaiMed Healthcare,operating
Alseres Pharmaceuticals,closed
Ritz & Wolf Camera & Image,closed
SCRM,operating
Datanomic,operating
Array BioPharma,operating
Potbotics,operating
Whotever,closed
Novatium,closed
Bgifty,operating
Therapeutic Proteins,operating
Carrizo Oil & Gas,operating
SoundFocus,closed
Eliason Media,closed
EcoFactor,operating
kooldiner,closed
Medico.com,operating
BitInstant,operating
Peekapak,closed
Chrysallis,closed
Dragonfly Data Factory,closed
IMedExchange,closed
Pensionskraft,operating
CROWDY HOUSE,closed
VeriTran,operating
Fleep,closed
Constella Group,closed
Able Planet,closed
Hypersoft Information Systems,operating
Loteda,closed
Add Life Medical Institute,operating
Fourth Wall Studios,closed
VideoPros,operating
TwtBks,closed
EcoloCap,operating
Genicon Sciences,closed
LINAGORA,closed
Robotics Inventions,closed
Fuego,operating
dINK,operating
Encore Rehabilitation Services,operating
Automatic,closed
AirWare Lab,closed
ClearMesh Networks,closed
Zygo Corporation,operating
Celaton,operating
Iris's Coffee and Tea Room,closed
Calix,closed
Antrad Medical,closed
Agistics,operating
Kngine,closed
Ahaali,closed
ParStream,operating
Retrevo,operating
Othera Pharmaceuticals,closed
jaja.tv,closed
Apollidon,operating
Shiftgig,closed
Napkin Labs,operating
Vasolux Microsystems,closed
Oz Sonotek,closed
Praedicat,closed
Evariant,closed
PUSH,operating
Genecure,operating
Plask,closed
Pyke,closed
InnovEco,closed
TravelShark,closed
